,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
514,Regular Season,Fri,2021-01-22,20:30,M'Gladbach,1.8,4–2,1.2,Dortmund,,Stadion im Borussia-Park,Manuel Gräfe
515,Regular Season,Sat,2021-01-23,15:30,Leverkusen,1.0,0–1,1.1,Wolfsburg,,BayArena,Marco Fritz
516,Regular Season,Sat,2021-01-23,15:30,Augsburg,1.0,2–1,1.5,Union Berlin,,WWK Arena,Felix Brych
517,Regular Season,Sat,2021-01-23,15:30,Arminia,0.6,1–5,2.4,Eint Frankfurt,,SchücoArena,Robert Schröder
518,Regular Season,Sat,2021-01-23,15:30,Mainz 05,1.6,3–2,1.4,RB Leipzig,,Opel Arena,Christian Dingert
519,Regular Season,Sat,2021-01-23,15:30,Freiburg,1.2,2–1,2.5,Stuttgart,,Schwarzwald-Stadion,Tobias Stieler
520,Regular Season,Sat,2021-01-23,18:30,Hertha BSC,1.9,1–4,1.5,Werder Bremen,,Olympiastadion Berlin,Daniel Schlager
521,Regular Season,Sun,2021-01-24,15:30,Schalke 04,0.7,0–4,3.1,Bayern Munich,,Veltins-Arena,Sascha Stegemann
522,Regular Season,Sun,2021-01-24,18:00,Hoffenheim,2.2,3–0,2.0,Köln,,PreZero Arena,Sven Jablonski
524,Regular Season,Fri,2021-01-29,20:30,Stuttgart,1.0,2–0,0.5,Mainz 05,,Mercedes-Benz Arena,Frank Willenborg
525,Regular Season,Sat,2021-01-30,15:30,Union Berlin,0.5,1–1,0.9,M'Gladbach,,Stadion An der Alten Försterei,Bastian Dankert
526,Regular Season,Sat,2021-01-30,15:30,Eint Frankfurt,2.3,3–1,0.5,Hertha BSC,,Commerzbank-Arena,Florian Badstübner
527,Regular Season,Sat,2021-01-30,15:30,Werder Bremen,0.7,1–1,0.3,Schalke 04,,Weserstadion,Sören Storks
528,Regular Season,Sat,2021-01-30,15:30,Dortmund,1.9,3–1,0.5,Augsburg,,Signal Iduna Park,Patrick Ittrich
529,Regular Season,Sat,2021-01-30,15:30,Bayern Munich,2.0,4–1,2.1,Hoffenheim,,Allianz Arena,Benjamin Cortus
530,Regular Season,Sat,2021-01-30,18:30,RB Leipzig,1.7,1–0,0.5,Leverkusen,,Red Bull Arena,Harm Osmers
531,Regular Season,Sun,2021-01-31,15:30,Köln,1.7,3–1,1.5,Arminia,,RheinEnergieSTADION,Felix Zwayer
532,Regular Season,Sun,2021-01-31,18:00,Wolfsburg,2.3,3–0,0.7,Freiburg,,Volkswagen Arena,Tobias Reichel
534,Regular Season,Fri,2021-02-05,20:00,Hertha BSC,1.4,0–1,2.4,Bayern Munich,,Olympiastadion Berlin,Robert Schröder
535,Regular Season,Sat,2021-02-06,15:30,Mainz 05,1.9,1–0,0.8,Union Berlin,,Opel Arena,Sascha Stegemann
536,Regular Season,Sat,2021-02-06,15:30,Schalke 04,0.2,0–3,2.1,RB Leipzig,,Veltins-Arena,Martin Petersen
537,Regular Season,Sat,2021-02-06,15:30,Freiburg,0.2,2–1,1.5,Dortmund,,Schwarzwald-Stadion,Felix Brych
538,Regular Season,Sat,2021-02-06,15:30,Augsburg,0.6,0–2,2.3,Wolfsburg,,WWK Arena,Robert Hartmann
539,Regular Season,Sat,2021-02-06,15:30,Leverkusen,3.9,5–2,1.5,Stuttgart,,BayArena,Sven Jablonski
540,Regular Season,Sat,2021-02-06,18:30,M'Gladbach,0.8,1–2,0.5,Köln,,Stadion im Borussia-Park,Christian Dingert
541,Regular Season,Sun,2021-02-07,15:30,Hoffenheim,0.9,1–3,1.0,Eint Frankfurt,,PreZero Arena,Daniel Siebert
543,Regular Season,Fri,2021-02-12,20:30,RB Leipzig,2.9,2–1,0.9,Augsburg,,Red Bull Arena,Felix Zwayer
544,Regular Season,Sat,2021-02-13,15:30,Stuttgart,1.3,1–1,1.4,Hertha BSC,,Mercedes-Benz Arena,Harm Osmers
545,Regular Season,Sat,2021-02-13,15:30,Leverkusen,1.3,2–2,2.5,Mainz 05,,BayArena,Guido Winkmann
546,Regular Season,Sat,2021-02-13,15:30,Werder Bremen,0.7,0–0,0.8,Freiburg,,Weserstadion,Manuel Gräfe
547,Regular Season,Sat,2021-02-13,15:30,Dortmund,1.7,2–2,2.6,Hoffenheim,,Signal Iduna Park,Bastian Dankert
548,Regular Season,Sat,2021-02-13,18:30,Union Berlin,2.3,0–0,0.4,Schalke 04,,Stadion An der Alten Försterei,Daniel Schlager
549,Regular Season,Sun,2021-02-14,15:30,Eint Frankfurt,2.0,2–0,0.4,Köln,,Commerzbank-Arena,Frank Willenborg
550,Regular Season,Sun,2021-02-14,18:00,Wolfsburg,0.8,0–0,0.6,M'Gladbach,,Volkswagen Arena,Tobias Stieler
551,Regular Season,Mon,2021-02-15,20:30,Bayern Munich,2.1,3–3,1.2,Arminia,,Allianz Arena,Florian Badstübner
553,Regular Season,Fri,2021-02-19,20:30,Arminia,0.6,0–3,1.1,Wolfsburg,,SchücoArena,Felix Brych
554,Regular Season,Sat,2021-02-20,15:30,Freiburg,0.4,0–1,1.2,Union Berlin,,Schwarzwald-Stadion,Sören Storks
555,Regular Season,Sat,2021-02-20,15:30,M'Gladbach,0.8,1–2,0.7,Mainz 05,,Stadion im Borussia-Park,Markus Schmidt
556,Regular Season,Sat,2021-02-20,15:30,Eint Frankfurt,1.1,2–1,2.0,Bayern Munich,,Commerzbank-Arena,Sascha Stegemann
557,Regular Season,Sat,2021-02-20,15:30,Köln,0.7,0–1,0.5,Stuttgart,,RheinEnergieSTADION,Benjamin Cortus
558,Regular Season,Sat,2021-02-20,18:30,Schalke 04,0.8,0–4,1.7,Dortmund,,Veltins-Arena,Daniel Siebert
559,Regular Season,Sun,2021-02-21,13:30,Augsburg,1.5,1–1,0.5,Leverkusen,,WWK Arena,Christian Dingert
560,Regular Season,Sun,2021-02-21,15:30,Hertha BSC,0.6,0–3,1.0,RB Leipzig,,Olympiastadion Berlin,Sven Jablonski
561,Regular Season,Sun,2021-02-21,18:00,Hoffenheim,1.7,4–0,0.1,Werder Bremen,,PreZero Arena,Robert Schröder
563,Regular Season,Fri,2021-02-26,20:30,Werder Bremen,1.0,2–1,0.9,Eint Frankfurt,,Weserstadion,Robert Hartmann
564,Regular Season,Sat,2021-02-27,15:30,Bayern Munich,2.1,5–1,1.0,Köln,,Allianz Arena,Martin Petersen
565,Regular Season,Sat,2021-02-27,15:30,Dortmund,3.6,3–0,0.6,Arminia,,Signal Iduna Park,Tobias Reichel
566,Regular Season,Sat,2021-02-27,15:30,Stuttgart,2.5,5–1,1.5,Schalke 04,,Mercedes-Benz Arena,Guido Winkmann
567,Regular Season,Sat,2021-02-27,15:30,Wolfsburg,0.5,2–0,1.2,Hertha BSC,,Volkswagen Arena,Bastian Dankert
568,Regular Season,Sat,2021-02-27,18:30,RB Leipzig,1.8,3–2,1.3,M'Gladbach,,Red Bull Arena,Manuel Gräfe
569,Regular Season,Sun,2021-02-28,13:30,Union Berlin,1.0,1–1,1.3,Hoffenheim,,Stadion An der Alten Försterei,Tobias Stieler
570,Regular Season,Sun,2021-02-28,15:30,Mainz 05,0.6,0–1,1.6,Augsburg,,Opel Arena,Daniel Schlager
571,Regular Season,Sun,2021-02-28,18:00,Leverkusen,1.6,1–2,1.4,Freiburg,,BayArena,Felix Zwayer
573,Regular Season,Fri,2021-03-05,20:30,Schalke 04,0.2,0–0,1.1,Mainz 05,,Veltins-Arena,Felix Brych
574,Regular Season,Sat,2021-03-06,15:30,Hertha BSC,2.3,2–1,0.4,Augsburg,,Olympiastadion Berlin,Florian Badstübner
575,Regular Season,Sat,2021-03-06,15:30,M'Gladbach,0.6,0–1,1.5,Leverkusen,,Stadion im Borussia-Park,Daniel Siebert
576,Regular Season,Sat,2021-03-06,15:30,Hoffenheim,1.1,2–1,1.9,Wolfsburg,,PreZero Arena,Markus Schmidt
577,Regular Season,Sat,2021-03-06,15:30,Eint Frankfurt,1.6,1–1,0.5,Stuttgart,,Commerzbank-Arena,Robert Schröder
578,Regular Season,Sat,2021-03-06,15:30,Freiburg,0.1,0–3,1.8,RB Leipzig,,Schwarzwald-Stadion,Guido Winkmann
579,Regular Season,Sat,2021-03-06,18:30,Bayern Munich,2.9,4–2,0.6,Dortmund,,Allianz Arena,Marco Fritz
580,Regular Season,Sun,2021-03-07,15:30,Köln,1.6,1–1,1.3,Werder Bremen,,RheinEnergieSTADION,Matthias Jöllenbeck
581,Regular Season,Sun,2021-03-07,18:00,Arminia,0.5,0–0,0.8,Union Berlin,,SchücoArena,Harm Osmers
583,Regular Season,Wed,2021-03-10,18:30,Arminia,2.6,0–2,1.5,Werder Bremen,,SchücoArena,Markus Schmidt
585,Regular Season,Fri,2021-03-12,20:30,Augsburg,1.6,3–1,3.0,M'Gladbach,,WWK Arena,Sven Jablonski
586,Regular Season,Sat,2021-03-13,15:30,Mainz 05,1.7,1–0,0.9,Freiburg,,Opel Arena,Benjamin Cortus
587,Regular Season,Sat,2021-03-13,15:30,Union Berlin,2.3,2–1,1.3,Köln,,Stadion An der Alten Försterei,Deniz Aytekin
588,Regular Season,Sat,2021-03-13,15:30,Werder Bremen,1.2,1–3,3.0,Bayern Munich,,Weserstadion,Manuel Gräfe
589,Regular Season,Sat,2021-03-13,15:30,Wolfsburg,1.7,5–0,0.2,Schalke 04,,Volkswagen Arena,Sören Storks
590,Regular Season,Sat,2021-03-13,18:30,Dortmund,1.4,2–0,0.4,Hertha BSC,,Signal Iduna Park,Martin Petersen
591,Regular Season,Sun,2021-03-14,13:30,Leverkusen,2.5,1–2,1.5,Arminia,,BayArena,Sascha Stegemann
592,Regular Season,Sun,2021-03-14,15:30,RB Leipzig,1.8,1–1,1.0,Eint Frankfurt,,Red Bull Arena,Felix Zwayer
593,Regular Season,Sun,2021-03-14,18:00,Stuttgart,0.8,2–0,1.1,Hoffenheim,,Mercedes-Benz Arena,Christian Dingert
595,Regular Season,Fri,2021-03-19,20:30,Arminia,0.3,0–1,2.8,RB Leipzig,,SchücoArena,Frank Willenborg
596,Regular Season,Sat,2021-03-20,15:30,Werder Bremen,0.7,1–2,1.6,Wolfsburg,,Weserstadion,Robert Schröder
597,Regular Season,Sat,2021-03-20,15:30,Bayern Munich,2.2,4–0,0.8,Stuttgart,,Allianz Arena,Daniel Schlager
598,Regular Season,Sat,2021-03-20,15:30,Eint Frankfurt,2.4,5–2,2.8,Union Berlin,,Commerzbank-Arena,Markus Schmidt
599,Regular Season,Sat,2021-03-20,15:30,Köln,1.4,2–2,1.8,Dortmund,,RheinEnergieSTADION,Daniel Siebert
600,Regular Season,Sat,2021-03-20,18:30,Schalke 04,0.2,0–3,2.4,M'Gladbach,,Veltins-Arena,Tobias Stieler
601,Regular Season,Sun,2021-03-21,13:30,Hoffenheim,1.3,1–2,3.5,Mainz 05,,PreZero Arena,Marco Fritz
602,Regular Season,Sun,2021-03-21,15:30,Hertha BSC,1.9,3–0,1.9,Leverkusen,,Olympiastadion Berlin,Felix Brych
603,Regular Season,Sun,2021-03-21,18:00,Freiburg,1.4,2–0,1.0,Augsburg,,Schwarzwald-Stadion,Bastian Dankert
605,Regular Season,Sat,2021-04-03,15:30,Dortmund,1.7,1–2,1.4,Eint Frankfurt,,Signal Iduna Park,Manuel Gräfe
606,Regular Season,Sat,2021-04-03,15:30,Wolfsburg,0.8,1–0,1.2,Köln,,Volkswagen Arena,Robert Hartmann
607,Regular Season,Sat,2021-04-03,15:30,Augsburg,0.6,2–1,1.0,Hoffenheim,,WWK Arena,Guido Winkmann
608,Regular Season,Sat,2021-04-03,15:30,Mainz 05,1.8,1–1,0.5,Arminia,,Opel Arena,Deniz Aytekin
609,Regular Season,Sat,2021-04-03,15:30,Leverkusen,0.7,2–1,0.6,Schalke 04,,BayArena,Sven Jablonski
610,Regular Season,Sat,2021-04-03,18:30,RB Leipzig,0.7,0–1,0.6,Bayern Munich,,Red Bull Arena,Daniel Siebert
611,Regular Season,Sat,2021-04-03,20:30,M'Gladbach,1.9,2–1,1.7,Freiburg,,Stadion im Borussia-Park,Christian Dingert
612,Regular Season,Sun,2021-04-04,15:30,Stuttgart,0.8,1–0,0.6,Werder Bremen,,Mercedes-Benz Arena,Felix Zwayer
613,Regular Season,Sun,2021-04-04,18:00,Union Berlin,0.5,1–1,0.9,Hertha BSC,,Stadion An der Alten Försterei,Sascha Stegemann
615,Regular Season,Fri,2021-04-09,20:30,Arminia,1.4,1–0,0.6,Freiburg,,SchücoArena,Martin Petersen
616,Regular Season,Sat,2021-04-10,15:30,Hertha BSC,1.6,2–2,1.3,M'Gladbach,,Olympiastadion Berlin,Patrick Ittrich
617,Regular Season,Sat,2021-04-10,15:30,Werder Bremen,1.4,1–4,1.6,RB Leipzig,,Weserstadion,Florian Badstübner
618,Regular Season,Sat,2021-04-10,15:30,Eint Frankfurt,1.6,4–3,1.8,Wolfsburg,,Commerzbank-Arena,Marco Fritz
619,Regular Season,Sat,2021-04-10,15:30,Bayern Munich,1.0,1–1,1.1,Union Berlin,,Allianz Arena,Tobias Stieler
620,Regular Season,Sat,2021-04-10,18:30,Stuttgart,1.4,2–3,1.3,Dortmund,,Mercedes-Benz Arena,Robert Schröder
621,Regular Season,Sun,2021-04-11,15:30,Schalke 04,0.7,1–0,0.9,Augsburg,,Veltins-Arena,Harm Osmers
622,Regular Season,Sun,2021-04-11,18:00,Köln,2.5,2–3,1.7,Mainz 05,,RheinEnergieSTADION,Felix Brych
623,Regular Season,Mon,2021-04-12,20:30,Hoffenheim,0.1,0–0,0.6,Leverkusen,,PreZero Arena,Matthias Jöllenbeck
625,Regular Season,Fri,2021-04-16,20:30,RB Leipzig,1.3,0–0,0.2,Hoffenheim,,Red Bull Arena,Manuel Gräfe
626,Regular Season,Sat,2021-04-17,15:30,Augsburg,0.6,0–0,0.7,Arminia,,WWK Arena,Markus Schmidt
627,Regular Season,Sat,2021-04-17,15:30,Freiburg,2.0,4–0,0.7,Schalke 04,,Schwarzwald-Stadion,Tobias Reichel
628,Regular Season,Sat,2021-04-17,15:30,Wolfsburg,1.2,2–3,2.1,Bayern Munich,,Volkswagen Arena,Felix Zwayer
629,Regular Season,Sat,2021-04-17,15:30,Union Berlin,1.4,2–1,0.7,Stuttgart,,Stadion An der Alten Försterei,Benjamin Cortus
630,Regular Season,Sat,2021-04-17,15:30,M'Gladbach,2.1,4–0,0.9,Eint Frankfurt,,Stadion im Borussia-Park,Deniz Aytekin
631,Regular Season,Sat,2021-04-17,18:30,Leverkusen,1.8,3–0,1.2,Köln,,BayArena,Sören Storks
632,Regular Season,Sun,2021-04-18,15:30,Dortmund,2.9,4–1,0.9,Werder Bremen,,Signal Iduna Park,Bastian Dankert
634,Regular Season,Tue,2021-04-20,18:30,Köln,0.7,2–1,2.5,RB Leipzig,,RheinEnergieSTADION,Frank Willenborg
635,Regular Season,Tue,2021-04-20,20:30,Arminia,1.9,1–0,0.3,Schalke 04,,SchücoArena,Christian Dingert
636,Regular Season,Tue,2021-04-20,20:30,Bayern Munich,1.7,2–0,0.4,Leverkusen,,Allianz Arena,Guido Winkmann
637,Regular Season,Tue,2021-04-20,20:30,Eint Frankfurt,1.1,2–0,1.6,Augsburg,,Commerzbank-Arena,Robert Schröder
638,Regular Season,Wed,2021-04-21,20:30,Dortmund,4.3,2–0,0.3,Union Berlin,,Signal Iduna Park,Daniel Schlager
639,Regular Season,Wed,2021-04-21,20:30,Werder Bremen,1.1,0–1,1.5,Mainz 05,,Weserstadion,Marco Fritz
640,Regular Season,Wed,2021-04-21,20:30,Stuttgart,2.0,1–3,1.5,Wolfsburg,,Mercedes-Benz Arena,Felix Brych
641,Regular Season,Wed,2021-04-21,20:30,Hoffenheim,2.1,3–2,0.9,M'Gladbach,,PreZero Arena,Daniel Siebert
643,Regular Season,Fri,2021-04-23,20:30,Augsburg,1.6,2–3,1.3,Köln,,WWK Arena,Martin Petersen
644,Regular Season,Sat,2021-04-24,15:30,Union Berlin,1.9,3–1,0.7,Werder Bremen,,Stadion An der Alten Försterei,Patrick Ittrich
645,Regular Season,Sat,2021-04-24,15:30,Mainz 05,0.5,2–1,1.7,Bayern Munich,,Opel Arena,Harm Osmers
646,Regular Season,Sat,2021-04-24,15:30,Wolfsburg,1.2,0–2,1.3,Dortmund,,Volkswagen Arena,Tobias Stieler
647,Regular Season,Sat,2021-04-24,15:30,Freiburg,1.8,1–1,1.6,Hoffenheim,,Schwarzwald-Stadion,Manuel Gräfe
648,Regular Season,Sat,2021-04-24,18:30,Leverkusen,2.2,3–1,2.4,Eint Frankfurt,,BayArena,Felix Zwayer
649,Regular Season,Sun,2021-04-25,15:30,RB Leipzig,4.2,2–0,0.2,Stuttgart,,Red Bull Arena,Deniz Aytekin
650,Regular Season,Sun,2021-04-25,18:00,M'Gladbach,3.7,5–0,0.7,Arminia,,Stadion im Borussia-Park,Robert Hartmann
652,Regular Season,Mon,2021-05-03,18:00,Mainz 05,1.9,1–1,1.5,Hertha BSC,,SchücoArena,Sascha Stegemann
654,Regular Season,Thu,2021-05-06,18:30,Hertha BSC,1.5,3–0,1.0,Freiburg,,Olympiastadion Berlin,Benjamin Cortus
656,Regular Season,Fri,2021-05-07,20:30,Stuttgart,1.3,2–1,2.1,Augsburg,,Mercedes-Benz Arena,Manuel Gräfe
657,Regular Season,Sat,2021-05-08,15:30,Hoffenheim,1.4,4–2,0.9,Schalke 04,,PreZero Arena,Guido Winkmann
658,Regular Season,Sat,2021-05-08,15:30,Wolfsburg,1.8,3–0,0.5,Union Berlin,,Volkswagen Arena,Sven Jablonski
659,Regular Season,Sat,2021-05-08,15:30,Werder Bremen,0.6,0–0,1.3,Leverkusen,,Weserstadion,Markus Schmidt
660,Regular Season,Sat,2021-05-08,15:30,Dortmund,2.2,3–2,1.9,RB Leipzig,,Signal Iduna Park,Daniel Siebert
661,Regular Season,Sat,2021-05-08,18:30,Bayern Munich,3.3,6–0,1.2,M'Gladbach,,Allianz Arena,Tobias Stieler
662,Regular Season,Sun,2021-05-09,13:30,Köln,1.8,1–4,2.6,Freiburg,,RheinEnergieSTADION,Marco Fritz
663,Regular Season,Sun,2021-05-09,15:30,Eint Frankfurt,0.9,1–1,0.4,Mainz 05,,Commerzbank-Arena,Felix Brych
664,Regular Season,Sun,2021-05-09,18:00,Hertha BSC,0.8,0–0,0.5,Arminia,,Olympiastadion Berlin,Bastian Dankert
666,Regular Season,Wed,2021-05-12,18:00,Schalke 04,1.3,1–2,1.9,Hertha BSC,,Veltins-Arena,Markus Schmidt
668,Regular Season,Sat,2021-05-15,15:30,Schalke 04,2.8,4–3,2.6,Eint Frankfurt,,Veltins-Arena,Sven Jablonski
669,Regular Season,Sat,2021-05-15,15:30,Leverkusen,1.3,1–1,1.5,Union Berlin,,BayArena,Patrick Ittrich
670,Regular Season,Sat,2021-05-15,15:30,M'Gladbach,0.6,1–2,0.7,Stuttgart,,Stadion im Borussia-Park,Sascha Stegemann
671,Regular Season,Sat,2021-05-15,15:30,Augsburg,1.6,2–0,1.2,Werder Bremen,,WWK Arena,Robert Schröder
672,Regular Season,Sat,2021-05-15,15:30,Hertha BSC,0.2,0–0,1.4,Köln,,Olympiastadion Berlin,Deniz Aytekin
673,Regular Season,Sat,2021-05-15,15:30,Freiburg,1.4,2–2,3.4,Bayern Munich,,Schwarzwald-Stadion,Florian Badstübner
674,Regular Season,Sat,2021-05-15,15:30,Arminia,1.8,1–1,1.4,Hoffenheim,,SchücoArena,Daniel Schlager
675,Regular Season,Sun,2021-05-16,18:00,Mainz 05,1.3,1–3,1.9,Dortmund,,Opel Arena,Harm Osmers
676,Regular Season,Sun,2021-05-16,20:30,RB Leipzig,2.0,2–2,1.0,Wolfsburg,,Red Bull Arena,Felix Zwayer
678,Regular Season,Sat,2021-05-22,15:30,Werder Bremen,2.1,2–4,2.0,M'Gladbach,100.0,Weserstadion,Felix Brych
679,Regular Season,Sat,2021-05-22,15:30,Bayern Munich,4.1,5–2,1.5,Augsburg,250.0,Allianz Arena,Markus Schmidt
680,Regular Season,Sat,2021-05-22,15:30,Stuttgart,1.0,0–2,1.6,Arminia,,Mercedes-Benz Arena,Tobias Stieler
681,Regular Season,Sat,2021-05-22,15:30,Dortmund,1.3,3–1,1.8,Leverkusen,,Signal Iduna Park,Manuel Gräfe
682,Regular Season,Sat,2021-05-22,15:30,Köln,2.2,1–0,0.5,Schalke 04,,RheinEnergieSTADION,Daniel Siebert
683,Regular Season,Sat,2021-05-22,15:30,Eint Frankfurt,1.9,3–1,0.9,Freiburg,,Commerzbank-Arena,Christian Dingert
684,Regular Season,Sat,2021-05-22,15:30,Hoffenheim,2.6,2–1,1.5,Hertha BSC,100.0,PreZero Arena,Frank Willenborg
685,Regular Season,Sat,2021-05-22,15:30,Union Berlin,0.9,2–1,2.6,RB Leipzig,2000.0,Stadion An der Alten Försterei,Guido Winkmann
686,Regular Season,Sat,2021-05-22,15:30,Wolfsburg,1.4,2–3,2.6,Mainz 05,,Volkswagen Arena,Bastian Dankert
688,German 1/2 Relegation/Promotion Play-offs,Wed,2021-05-26,18:30,Köln,1.3,0–1,0.4,Holstein Kiel,,RheinEnergieSTADION,
689,German 1/2 Relegation/Promotion Play-offs,Sat,2021-05-29,18:00,Holstein Kiel,0.8,1–5,2.7,Köln,,Holstein-Stadion,
690,Regular Season,Fri,2019-08-16,20:30,Bayern Munich,2.6,2–2,1.0,Hertha BSC,75000.0,Allianz Arena,Harm Osmers
691,Regular Season,Sat,2019-08-17,15:30,Leverkusen,2.7,3–2,1.2,Paderborn 07,26208.0,BayArena,Tobias Stieler
692,Regular Season,Sat,2019-08-17,15:30,Werder Bremen,2.4,1–3,0.9,Düsseldorf,42100.0,Weserstadion,Felix Zwayer
693,Regular Season,Sat,2019-08-17,15:30,Freiburg,1.8,3–0,0.9,Mainz 05,24000.0,Schwarzwald-Stadion,Robert Hartmann
694,Regular Season,Sat,2019-08-17,15:30,Dortmund,2.7,5–1,0.8,Augsburg,81365.0,Signal Iduna Park,Frank Willenborg
695,Regular Season,Sat,2019-08-17,15:30,Wolfsburg,0.9,2–1,1.2,Köln,25099.0,Volkswagen Arena,Sven Jablonski
696,Regular Season,Sat,2019-08-17,18:30,M'Gladbach,1.6,0–0,0.6,Schalke 04,54022.0,Stadion im Borussia-Park,Felix Brych
697,Regular Season,Sun,2019-08-18,15:30,Eint Frankfurt,1.1,1–0,0.6,Hoffenheim,50200.0,Commerzbank-Arena,Daniel Siebert
698,Regular Season,Sun,2019-08-18,18:00,Union Berlin,0.5,0–4,3.1,RB Leipzig,22467.0,Stadion An der Alten Försterei,Markus Schmidt
700,Regular Season,Fri,2019-08-23,20:30,Köln,0.7,1–3,1.4,Dortmund,50000.0,RheinEnergieSTADION,Christian Dingert
701,Regular Season,Sat,2019-08-24,15:30,Hoffenheim,0.7,3–2,1.3,Werder Bremen,27333.0,PreZero Arena,Sascha Stegemann
702,Regular Season,Sat,2019-08-24,15:30,Düsseldorf,1.0,1–3,1.8,Leverkusen,44538.0,Merkur Spielarena,Patrick Ittrich
703,Regular Season,Sat,2019-08-24,15:30,Mainz 05,1.3,1–3,1.6,M'Gladbach,28005.0,Opel Arena,Martin Petersen
704,Regular Season,Sat,2019-08-24,15:30,Augsburg,1.3,1–1,1.1,Union Berlin,27703.0,WWK Arena,Robert Schröder
705,Regular Season,Sat,2019-08-24,15:30,Paderborn 07,1.7,1–3,2.2,Freiburg,14322.0,Benteler-Arena,Tobias Welz
706,Regular Season,Sat,2019-08-24,18:30,Schalke 04,1.0,0–3,1.5,Bayern Munich,62271.0,Veltins-Arena,Marco Fritz
707,Regular Season,Sun,2019-08-25,15:30,RB Leipzig,1.4,2–1,1.0,Eint Frankfurt,40108.0,Red Bull Arena,Benjamin Cortus
708,Regular Season,Sun,2019-08-25,18:00,Hertha BSC,1.1,0–3,1.2,Wolfsburg,42738.0,Olympiastadion Berlin,Guido Winkmann
710,Regular Season,Fri,2019-08-30,20:30,M'Gladbach,1.1,1–3,2.2,RB Leipzig,47327.0,Stadion im Borussia-Park,Sven Jablonski
711,Regular Season,Sat,2019-08-31,15:30,Schalke 04,1.0,3–0,0.8,Hertha BSC,58875.0,Veltins-Arena,Tobias Stieler
712,Regular Season,Sat,2019-08-31,15:30,Freiburg,0.7,1–2,1.4,Köln,24000.0,Schwarzwald-Stadion,Robert Kampka
713,Regular Season,Sat,2019-08-31,15:30,Bayern Munich,2.7,6–1,0.4,Mainz 05,75000.0,Allianz Arena,Markus Schmidt
714,Regular Season,Sat,2019-08-31,15:30,Wolfsburg,0.6,1–1,0.7,Paderborn 07,23750.0,Volkswagen Arena,Daniel Schlager
715,Regular Season,Sat,2019-08-31,15:30,Leverkusen,0.8,0–0,0.3,Hoffenheim,26506.0,BayArena,Felix Zwayer
716,Regular Season,Sat,2019-08-31,18:30,Union Berlin,1.9,3–1,1.9,Dortmund,22012.0,Stadion An der Alten Försterei,Felix Brych
717,Regular Season,Sun,2019-09-01,15:30,Werder Bremen,2.5,3–2,1.5,Augsburg,40041.0,Weserstadion,Sören Storks
718,Regular Season,Sun,2019-09-01,18:00,Eint Frankfurt,1.2,2–1,0.6,Düsseldorf,49800.0,Commerzbank-Arena,Frank Willenborg
720,Regular Season,Fri,2019-09-13,20:30,Düsseldorf,0.5,1–1,1.3,Wolfsburg,36758.0,Merkur Spielarena,Manuel Gräfe
721,Regular Season,Sat,2019-09-14,15:30,Dortmund,2.5,4–0,0.8,Leverkusen,81365.0,Signal Iduna Park,Daniel Siebert
722,Regular Season,Sat,2019-09-14,15:30,Augsburg,2.0,2–1,1.0,Eint Frankfurt,28513.0,WWK Arena,Harm Osmers
723,Regular Season,Sat,2019-09-14,15:30,Köln,0.9,0–1,1.7,M'Gladbach,50000.0,RheinEnergieSTADION,Deniz Aytekin
724,Regular Season,Sat,2019-09-14,15:30,Union Berlin,1.6,1–2,2.7,Werder Bremen,22012.0,Stadion An der Alten Försterei,Tobias Welz
725,Regular Season,Sat,2019-09-14,15:30,Mainz 05,1.7,2–1,2.2,Hertha BSC,22798.0,Opel Arena,Marco Fritz
726,Regular Season,Sat,2019-09-14,18:30,RB Leipzig,1.5,1–1,1.5,Bayern Munich,42146.0,Red Bull Arena,Sascha Stegemann
727,Regular Season,Sun,2019-09-15,15:30,Hoffenheim,1.5,0–3,1.2,Freiburg,29395.0,PreZero Arena,Guido Winkmann
728,Regular Season,Sun,2019-09-15,18:00,Paderborn 07,1.1,1–5,2.7,Schalke 04,15000.0,Benteler-Arena,Robert Schröder
730,Regular Season,Fri,2019-09-20,20:30,Schalke 04,1.3,2–1,1.2,Mainz 05,58687.0,Veltins-Arena,Daniel Schlager
731,Regular Season,Sat,2019-09-21,15:30,Freiburg,1.0,1–1,1.0,Augsburg,23800.0,Schwarzwald-Stadion,Bastian Dankert
732,Regular Season,Sat,2019-09-21,15:30,Leverkusen,1.7,2–0,0.2,Union Berlin,27430.0,BayArena,Robert Hartmann
733,Regular Season,Sat,2019-09-21,15:30,Hertha BSC,1.3,2–1,1.3,Paderborn 07,43588.0,Olympiastadion Berlin,Frank Willenborg
734,Regular Season,Sat,2019-09-21,15:30,Bayern Munich,2.7,4–0,0.8,Köln,75000.0,Allianz Arena,Patrick Ittrich
735,Regular Season,Sat,2019-09-21,18:30,Werder Bremen,0.7,0–3,1.5,RB Leipzig,40550.0,Weserstadion,Tobias Stieler
736,Regular Season,Sun,2019-09-22,15:30,M'Gladbach,2.8,2–1,0.9,Düsseldorf,52413.0,Stadion im Borussia-Park,Christian Dingert
737,Regular Season,Sun,2019-09-22,18:00,Eint Frankfurt,1.1,2–2,2.2,Dortmund,51500.0,Commerzbank-Arena,Markus Schmidt
