,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
1551,Regular Season,Sat,2018-01-13,15:30,Werder Bremen,1.6,1–1,1.4,Hoffenheim,37500.0,Weserstadion,Robert Hartmann
1552,Regular Season,Sat,2018-01-13,18:30,RB Leipzig,2.6,3–1,0.4,Schalke 04,42558.0,Red Bull Arena,Deniz Aytekin
1553,Regular Season,Sun,2018-01-14,15:30,Köln,0.9,2–1,2.0,M'Gladbach,50000.0,RheinEnergieSTADION,Felix Zwayer
1554,Regular Season,Sun,2018-01-14,18:00,Dortmund,2.4,0–0,1.4,Wolfsburg,80600.0,Signal Iduna Park,Tobias Stieler
1556,Regular Season,Fri,2018-01-19,20:30,Hertha BSC,0.6,1–1,1.2,Dortmund,65893.0,Olympiastadion Berlin,Christian Dingert
1557,Regular Season,Sat,2018-01-20,15:30,M'Gladbach,1.1,2–0,1.0,Augsburg,42016.0,Stadion im Borussia-Park,Bibiana Steinhaus
1558,Regular Season,Sat,2018-01-20,15:30,Mainz 05,2.6,3–2,1.0,Stuttgart,25736.0,Opel Arena,Harm Osmers
1559,Regular Season,Sat,2018-01-20,15:30,Hoffenheim,0.7,1–4,2.6,Leverkusen,28017.0,Dietmar-Hopp-Stadion,Tobias Stieler
1560,Regular Season,Sat,2018-01-20,15:30,Wolfsburg,1.4,1–3,1.7,Eint Frankfurt,24450.0,Volkswagen Arena,Markus Schmidt
1561,Regular Season,Sat,2018-01-20,15:30,Freiburg,0.5,2–1,1.0,RB Leipzig,23700.0,Schwarzwald-Stadion,Benjamin Brand
1562,Regular Season,Sat,2018-01-20,18:30,Hamburger SV,1.0,0–2,1.2,Köln,52674.0,Volksparkstadion,Guido Winkmann
1563,Regular Season,Sun,2018-01-21,15:30,Bayern Munich,1.8,4–2,0.5,Werder Bremen,75000.0,Allianz Arena,Robert Kampka
1564,Regular Season,Sun,2018-01-21,18:00,Schalke 04,0.5,1–1,0.9,Hannover 96,60650.0,Veltins-Arena,Martin Petersen
1566,Regular Season,Fri,2018-01-26,20:30,Eint Frankfurt,1.2,2–0,1.4,M'Gladbach,47500.0,Commerzbank-Arena,Marco Fritz
1567,Regular Season,Sat,2018-01-27,15:30,Bayern Munich,2.7,5–2,1.0,Hoffenheim,75000.0,Allianz Arena,Manuel Gräfe
1568,Regular Season,Sat,2018-01-27,15:30,RB Leipzig,1.2,1–1,1.1,Hamburger SV,42558.0,Red Bull Arena,Benjamin Cortus
1569,Regular Season,Sat,2018-01-27,15:30,Stuttgart,0.6,0–2,2.7,Schalke 04,55096.0,Mercedes-Benz Arena,Felix Zwayer
1570,Regular Season,Sat,2018-01-27,15:30,Dortmund,1.3,2–2,0.4,Freiburg,81360.0,Signal Iduna Park,Daniel Siebert
1571,Regular Season,Sat,2018-01-27,15:30,Köln,1.1,1–1,0.8,Augsburg,49900.0,RheinEnergieSTADION,Christian Dingert
1572,Regular Season,Sat,2018-01-27,18:30,Werder Bremen,1.6,0–0,1.1,Hertha BSC,40030.0,Weserstadion,Bastian Dankert
1573,Regular Season,Sun,2018-01-28,15:30,Leverkusen,1.8,2–0,0.1,Mainz 05,25471.0,BayArena,Frank Willenborg
1574,Regular Season,Sun,2018-01-28,18:00,Hannover 96,1.0,0–1,0.4,Wolfsburg,34300.0,HDI-Arena,Felix Brych
1576,Regular Season,Fri,2018-02-02,20:30,Köln,2.4,2–3,1.8,Dortmund,50000.0,RheinEnergieSTADION,Benjamin Brand
1577,Regular Season,Sat,2018-02-03,15:30,Hertha BSC,1.0,1–1,1.9,Hoffenheim,32598.0,Olympiastadion Berlin,Deniz Aytekin
1578,Regular Season,Sat,2018-02-03,15:30,Freiburg,1.0,0–0,0.7,Leverkusen,24000.0,Schwarzwald-Stadion,Robert Kampka
1579,Regular Season,Sat,2018-02-03,15:30,Mainz 05,1.6,0–2,1.8,Bayern Munich,34000.0,Opel Arena,Sören Storks
1580,Regular Season,Sat,2018-02-03,15:30,Wolfsburg,1.0,1–1,1.5,Stuttgart,24378.0,Volkswagen Arena,Robert Hartmann
1581,Regular Season,Sat,2018-02-03,15:30,Schalke 04,1.1,1–2,2.0,Werder Bremen,62271.0,Veltins-Arena,Guido Winkmann
1582,Regular Season,Sat,2018-02-03,18:30,M'Gladbach,1.0,0–1,1.1,RB Leipzig,49018.0,Stadion im Borussia-Park,Tobias Stieler
1583,Regular Season,Sun,2018-02-04,15:30,Augsburg,2.4,3–0,0.6,Eint Frankfurt,27188.0,WWK Arena,Harm Osmers
1584,Regular Season,Sun,2018-02-04,18:00,Hamburger SV,1.5,1–1,1.4,Hannover 96,46016.0,Volksparkstadion,Sascha Stegemann
1586,Regular Season,Fri,2018-02-09,20:30,RB Leipzig,2.2,2–0,1.0,Augsburg,34286.0,Red Bull Arena,Sven Jablonski
1587,Regular Season,Sat,2018-02-10,15:30,Eint Frankfurt,2.2,4–2,1.4,Köln,47700.0,Commerzbank-Arena,Daniel Siebert
1588,Regular Season,Sat,2018-02-10,15:30,Hannover 96,1.0,2–1,1.1,Freiburg,37800.0,HDI-Arena,Manuel Gräfe
1589,Regular Season,Sat,2018-02-10,15:30,Dortmund,2.3,2–0,0.6,Hamburger SV,81360.0,Signal Iduna Park,Marco Fritz
1590,Regular Season,Sat,2018-02-10,15:30,Hoffenheim,2.5,4–2,1.4,Mainz 05,24105.0,Dietmar-Hopp-Stadion,Benjamin Cortus
1591,Regular Season,Sat,2018-02-10,15:30,Leverkusen,1.0,0–2,0.8,Hertha BSC,25601.0,BayArena,Patrick Ittrich
1592,Regular Season,Sat,2018-02-10,18:30,Bayern Munich,1.8,2–1,0.7,Schalke 04,75000.0,Allianz Arena,Tobias Stieler
1593,Regular Season,Sun,2018-02-11,15:30,Stuttgart,0.7,1–0,0.9,M'Gladbach,53296.0,Mercedes-Benz Arena,Frank Willenborg
1594,Regular Season,Sun,2018-02-11,18:00,Werder Bremen,1.0,3–1,1.9,Wolfsburg,38062.0,Weserstadion,Deniz Aytekin
1596,Regular Season,Fri,2018-02-16,20:30,Hertha BSC,0.5,0–2,1.6,Mainz 05,30908.0,Olympiastadion Berlin,Martin Petersen
1597,Regular Season,Sat,2018-02-17,15:30,Köln,0.3,1–1,1.6,Hannover 96,48400.0,RheinEnergieSTADION,Markus Schmidt
1598,Regular Season,Sat,2018-02-17,15:30,Wolfsburg,0.3,1–2,2.7,Bayern Munich,30000.0,Volkswagen Arena,Sascha Stegemann
1599,Regular Season,Sat,2018-02-17,15:30,Hamburger SV,1.0,1–2,2.2,Leverkusen,45691.0,Volksparkstadion,Felix Brych
1600,Regular Season,Sat,2018-02-17,15:30,Freiburg,1.9,1–0,0.5,Werder Bremen,24000.0,Schwarzwald-Stadion,Robert Hartmann
1601,Regular Season,Sat,2018-02-17,18:30,Schalke 04,1.2,2–1,0.5,Hoffenheim,60741.0,Veltins-Arena,Benjamin Brand
1602,Regular Season,Sun,2018-02-18,15:30,Augsburg,0.5,0–1,1.6,Stuttgart,30007.0,WWK Arena,Tobias Stieler
1603,Regular Season,Sun,2018-02-18,18:00,M'Gladbach,2.4,0–1,0.5,Dortmund,54018.0,Stadion im Borussia-Park,Bastian Dankert
1604,Regular Season,Mon,2018-02-19,20:30,Eint Frankfurt,1.2,2–1,0.6,RB Leipzig,45100.0,Commerzbank-Arena,Felix Zwayer
1606,Regular Season,Fri,2018-02-23,20:30,Mainz 05,1.0,1–1,1.3,Wolfsburg,25173.0,Opel Arena,Bastian Dankert
1607,Regular Season,Sat,2018-02-24,15:30,Bayern Munich,2.4,0–0,0.3,Hertha BSC,75000.0,Allianz Arena,Guido Winkmann
1608,Regular Season,Sat,2018-02-24,15:30,Hoffenheim,0.6,1–1,1.0,Freiburg,30150.0,Dietmar-Hopp-Stadion,Christian Dingert
1609,Regular Season,Sat,2018-02-24,15:30,Hannover 96,1.9,0–1,1.3,M'Gladbach,43000.0,HDI-Arena,Robert Kampka
1610,Regular Season,Sat,2018-02-24,15:30,Stuttgart,1.7,1–0,0.5,Eint Frankfurt,55418.0,Mercedes-Benz Arena,Bibiana Steinhaus
1611,Regular Season,Sat,2018-02-24,18:30,Werder Bremen,0.9,1–0,0.6,Hamburger SV,42100.0,Weserstadion,Felix Zwayer
1612,Regular Season,Sun,2018-02-25,15:30,Leverkusen,0.3,0–2,1.5,Schalke 04,30210.0,BayArena,Daniel Siebert
1613,Regular Season,Sun,2018-02-25,18:00,RB Leipzig,2.4,1–2,1.6,Köln,31793.0,Red Bull Arena,Harm Osmers
1614,Regular Season,Mon,2018-02-26,20:30,Dortmund,0.7,1–1,1.2,Augsburg,54300.0,Signal Iduna Park,Manuel Gräfe
1616,Regular Season,Fri,2018-03-02,20:30,M'Gladbach,1.7,2–2,1.9,Werder Bremen,52211.0,Stadion im Borussia-Park,Benjamin Cortus
1617,Regular Season,Sat,2018-03-03,15:30,Augsburg,0.4,0–2,2.1,Hoffenheim,27100.0,WWK Arena,Patrick Ittrich
1618,Regular Season,Sat,2018-03-03,15:30,Wolfsburg,0.2,1–2,1.5,Leverkusen,24354.0,Volkswagen Arena,Felix Zwayer
1619,Regular Season,Sat,2018-03-03,15:30,Schalke 04,0.5,1–0,1.6,Hertha BSC,61578.0,Veltins-Arena,Sascha Stegemann
1620,Regular Season,Sat,2018-03-03,15:30,Hamburger SV,1.6,0–0,0.5,Mainz 05,46739.0,Volksparkstadion,Markus Schmidt
1621,Regular Season,Sat,2018-03-03,15:30,Eint Frankfurt,1.8,1–0,0.4,Hannover 96,48500.0,Commerzbank-Arena,Marco Fritz
1622,Regular Season,Sat,2018-03-03,18:30,RB Leipzig,0.6,1–1,1.8,Dortmund,42558.0,Red Bull Arena,Felix Brych
1623,Regular Season,Sun,2018-03-04,15:30,Köln,1.5,2–3,0.5,Stuttgart,50000.0,RheinEnergieSTADION,Sören Storks
1624,Regular Season,Sun,2018-03-04,18:00,Freiburg,0.5,0–4,2.1,Bayern Munich,24000.0,Schwarzwald-Stadion,Frank Willenborg
1626,Regular Season,Fri,2018-03-09,20:30,Mainz 05,0.8,0–1,0.3,Schalke 04,30655.0,Opel Arena,Felix Brych
1627,Regular Season,Sat,2018-03-10,15:30,Hertha BSC,1.3,0–0,0.3,Freiburg,38625.0,Olympiastadion Berlin,Sven Jablonski
1628,Regular Season,Sat,2018-03-10,15:30,Hoffenheim,1.5,3–0,0.5,Wolfsburg,25550.0,Dietmar-Hopp-Stadion,Manuel Gräfe
1629,Regular Season,Sat,2018-03-10,15:30,Hannover 96,1.0,1–3,2.2,Augsburg,36500.0,HDI-Arena,Bastian Dankert
1630,Regular Season,Sat,2018-03-10,15:30,Bayern Munich,4.2,6–0,0.0,Hamburger SV,75000.0,Allianz Arena,Christian Dingert
1631,Regular Season,Sat,2018-03-10,18:30,Leverkusen,2.5,2–0,0.6,M'Gladbach,28809.0,BayArena,Robert Hartmann
1632,Regular Season,Sun,2018-03-11,15:30,Stuttgart,1.0,0–0,0.7,RB Leipzig,53548.0,Mercedes-Benz Arena,Tobias Stieler
1633,Regular Season,Sun,2018-03-11,18:00,Dortmund,1.2,3–2,1.3,Eint Frankfurt,81360.0,Signal Iduna Park,Deniz Aytekin
1634,Regular Season,Mon,2018-03-12,20:30,Werder Bremen,1.4,3–1,0.6,Köln,41100.0,Weserstadion,Benjamin Brand
1636,Regular Season,Fri,2018-03-16,20:30,Freiburg,0.4,1–2,1.5,Stuttgart,24000.0,Schwarzwald-Stadion,Benjamin Brand
1637,Regular Season,Sat,2018-03-17,15:30,M'Gladbach,3.0,3–3,2.2,Hoffenheim,51049.0,Stadion im Borussia-Park,Martin Petersen
1638,Regular Season,Sat,2018-03-17,15:30,Eint Frankfurt,2.4,3–0,0.6,Mainz 05,49500.0,Commerzbank-Arena,Daniel Siebert
1639,Regular Season,Sat,2018-03-17,15:30,Hamburger SV,0.9,1–2,1.9,Hertha BSC,52159.0,Volksparkstadion,Robert Kampka
1640,Regular Season,Sat,2018-03-17,15:30,Augsburg,0.6,1–3,2.5,Werder Bremen,30080.0,WWK Arena,Sascha Stegemann
1641,Regular Season,Sat,2018-03-17,18:30,Wolfsburg,1.7,0–1,1.0,Schalke 04,27502.0,Volkswagen Arena,Benjamin Cortus
1642,Regular Season,Sun,2018-03-18,13:30,Dortmund,2.6,1–0,0.6,Hannover 96,81360.0,Signal Iduna Park,Patrick Ittrich
1643,Regular Season,Sun,2018-03-18,15:30,Köln,1.4,2–0,0.6,Leverkusen,50000.0,RheinEnergieSTADION,Harm Osmers
1644,Regular Season,Sun,2018-03-18,18:00,RB Leipzig,2.2,2–1,1.6,Bayern Munich,42558.0,Red Bull Arena,Marco Fritz
1646,Regular Season,Sat,2018-03-31,15:30,Leverkusen,0.8,0–0,0.3,Augsburg,25831.0,BayArena,Frank Willenborg
1647,Regular Season,Sat,2018-03-31,15:30,Hannover 96,1.0,2–3,3.1,RB Leipzig,42300.0,HDI-Arena,Guido Winkmann
1648,Regular Season,Sat,2018-03-31,15:30,Hoffenheim,3.1,6–0,0.6,Köln,30150.0,Dietmar-Hopp-Stadion,Robert Hartmann
1649,Regular Season,Sat,2018-03-31,15:30,Schalke 04,2.1,2–0,0.2,Freiburg,61688.0,Veltins-Arena,Tobias Stieler
1650,Regular Season,Sat,2018-03-31,15:30,Stuttgart,1.1,1–1,0.9,Hamburger SV,60449.0,Mercedes-Benz Arena,Felix Brych
1651,Regular Season,Sat,2018-03-31,18:30,Bayern Munich,4.0,6–0,0.6,Dortmund,75000.0,Allianz Arena,Bastian Dankert
1652,Regular Season,Sat,2018-03-31,20:30,Hertha BSC,0.5,0–0,0.9,Wolfsburg,34765.0,Olympiastadion Berlin,Deniz Aytekin
1653,Regular Season,Sun,2018-04-01,15:30,Werder Bremen,0.9,2–1,1.0,Eint Frankfurt,42100.0,Weserstadion,Felix Zwayer
1654,Regular Season,Sun,2018-04-01,18:00,Mainz 05,0.7,0–0,0.9,M'Gladbach,30173.0,Opel Arena,Manuel Gräfe
1656,Regular Season,Fri,2018-04-06,20:30,Hannover 96,1.5,2–1,1.4,Werder Bremen,49000.0,HDI-Arena,Tobias Welz
1657,Regular Season,Sat,2018-04-07,15:30,Freiburg,1.4,0–2,0.9,Wolfsburg,24000.0,Schwarzwald-Stadion,Sascha Stegemann
1658,Regular Season,Sat,2018-04-07,15:30,Köln,1.3,1–1,1.5,Mainz 05,50000.0,RheinEnergieSTADION,Benjamin Cortus
1659,Regular Season,Sat,2018-04-07,15:30,Augsburg,1.2,1–4,1.6,Bayern Munich,30660.0,WWK Arena,Markus Schmidt
1660,Regular Season,Sat,2018-04-07,15:30,M'Gladbach,1.4,2–1,2.6,Hertha BSC,51417.0,Stadion im Borussia-Park,Bibiana Steinhaus
1661,Regular Season,Sat,2018-04-07,18:30,Hamburger SV,1.9,3–2,1.2,Schalke 04,54137.0,Volksparkstadion,Christian Dingert
1662,Regular Season,Sun,2018-04-08,15:30,Dortmund,1.7,3–0,0.6,Stuttgart,81360.0,Signal Iduna Park,Patrick Ittrich
1663,Regular Season,Sun,2018-04-08,18:00,Eint Frankfurt,1.6,1–1,1.1,Hoffenheim,50500.0,Commerzbank-Arena,Daniel Siebert
1664,Regular Season,Mon,2018-04-09,20:30,RB Leipzig,1.6,1–4,1.6,Leverkusen,35617.0,Red Bull Arena,Deniz Aytekin
1666,Regular Season,Fri,2018-04-13,20:30,Wolfsburg,1.1,0–0,0.3,Augsburg,23512.0,Volkswagen Arena,Patrick Ittrich
1667,Regular Season,Sat,2018-04-14,15:30,Hoffenheim,2.5,2–0,0.5,Hamburger SV,30150.0,Dietmar-Hopp-Stadion,Harm Osmers
1668,Regular Season,Sat,2018-04-14,15:30,Hertha BSC,1.7,2–1,1.6,Köln,49253.0,Olympiastadion Berlin,Sören Storks
1669,Regular Season,Sat,2018-04-14,15:30,Leverkusen,2.9,4–1,0.9,Eint Frankfurt,30210.0,BayArena,Felix Brych
1670,Regular Season,Sat,2018-04-14,15:30,Stuttgart,0.9,1–1,0.9,Hannover 96,57131.0,Mercedes-Benz Arena,Sven Jablonski
1671,Regular Season,Sat,2018-04-14,18:30,Bayern Munich,3.4,5–1,0.2,M'Gladbach,75000.0,Allianz Arena,Robert Kampka
1672,Regular Season,Sun,2018-04-15,15:30,Schalke 04,0.8,2–0,0.8,Dortmund,61786.0,Veltins-Arena,Manuel Gräfe
1673,Regular Season,Sun,2018-04-15,18:00,Werder Bremen,1.1,1–1,1.2,RB Leipzig,42100.0,Weserstadion,Christian Dingert
1674,Regular Season,Mon,2018-04-16,20:30,Mainz 05,2.4,2–0,0.4,Freiburg,26407.0,Opel Arena,Guido Winkmann
1676,Regular Season,Fri,2018-04-20,20:30,M'Gladbach,2.1,3–0,0.4,Wolfsburg,47797.0,Stadion im Borussia-Park,Tobias Stieler
1677,Regular Season,Sat,2018-04-21,15:30,Hamburger SV,1.5,1–0,1.0,Freiburg,54847.0,Volksparkstadion,Benjamin Cortus
1678,Regular Season,Sat,2018-04-21,15:30,Stuttgart,1.4,2–0,0.6,Werder Bremen,58932.0,Mercedes-Benz Arena,Sören Storks
1679,Regular Season,Sat,2018-04-21,15:30,RB Leipzig,1.9,2–5,3.0,Hoffenheim,41780.0,Red Bull Arena,Tobias Welz
1680,Regular Season,Sat,2018-04-21,15:30,Hannover 96,0.5,0–3,1.3,Bayern Munich,49000.0,HDI-Arena,Martin Petersen
1681,Regular Season,Sat,2018-04-21,15:30,Eint Frankfurt,1.4,0–3,1.4,Hertha BSC,51000.0,Commerzbank-Arena,Sascha Stegemann
1682,Regular Season,Sat,2018-04-21,18:30,Dortmund,3.2,4–0,0.5,Leverkusen,81360.0,Signal Iduna Park,Markus Schmidt
1683,Regular Season,Sun,2018-04-22,15:30,Augsburg,1.8,2–0,0.3,Mainz 05,29110.0,WWK Arena,Frank Willenborg
1684,Regular Season,Sun,2018-04-22,18:00,Köln,0.9,2–2,2.2,Schalke 04,50000.0,RheinEnergieSTADION,Marco Fritz
1686,Regular Season,Fri,2018-04-27,20:30,Hoffenheim,1.8,3–1,1.4,Hannover 96,26452.0,Dietmar-Hopp-Stadion,Patrick Ittrich
1687,Regular Season,Sat,2018-04-28,15:30,Bayern Munich,2.2,4–1,1.3,Eint Frankfurt,75000.0,Allianz Arena,Christian Dingert
1688,Regular Season,Sat,2018-04-28,15:30,Schalke 04,1.3,1–1,1.9,M'Gladbach,62271.0,Veltins-Arena,Harm Osmers
1689,Regular Season,Sat,2018-04-28,15:30,Wolfsburg,1.0,1–3,2.5,Hamburger SV,29400.0,Volkswagen Arena,Daniel Siebert
1690,Regular Season,Sat,2018-04-28,15:30,Freiburg,4.1,3–2,1.4,Köln,24000.0,Schwarzwald-Stadion,Deniz Aytekin
1691,Regular Season,Sat,2018-04-28,15:30,Hertha BSC,1.5,2–2,1.0,Augsburg,40935.0,Olympiastadion Berlin,Marco Fritz
1692,Regular Season,Sat,2018-04-28,18:30,Leverkusen,2.9,0–1,0.2,Stuttgart,30210.0,BayArena,Tobias Welz
1693,Regular Season,Sun,2018-04-29,15:30,Mainz 05,2.0,3–0,1.4,RB Leipzig,30083.0,Opel Arena,Bastian Dankert
1694,Regular Season,Sun,2018-04-29,18:00,Werder Bremen,1.1,1–1,2.7,Dortmund,41000.0,Weserstadion,Felix Brych
1696,Regular Season,Sat,2018-05-05,15:30,Werder Bremen,0.2,0–0,1.0,Leverkusen,41000.0,Weserstadion,Robert Hartmann
1697,Regular Season,Sat,2018-05-05,15:30,Stuttgart,1.0,2–0,2.6,Hoffenheim,58312.0,Mercedes-Benz Arena,Felix Zwayer
1698,Regular Season,Sat,2018-05-05,15:30,Hannover 96,1.4,3–1,0.9,Hertha BSC,49000.0,HDI-Arena,Sören Storks
1699,Regular Season,Sat,2018-05-05,15:30,M'Gladbach,2.2,3–1,2.1,Freiburg,54018.0,Stadion im Borussia-Park,Manuel Gräfe
1700,Regular Season,Sat,2018-05-05,15:30,Dortmund,0.9,1–2,1.1,Mainz 05,81360.0,Signal Iduna Park,Daniel Siebert
1701,Regular Season,Sat,2018-05-05,15:30,RB Leipzig,1.8,4–1,0.7,Wolfsburg,41487.0,Red Bull Arena,Marco Fritz
1702,Regular Season,Sat,2018-05-05,15:30,Augsburg,1.0,1–2,2.0,Schalke 04,30660.0,WWK Arena,Robert Kampka
1703,Regular Season,Sat,2018-05-05,15:30,Köln,1.7,1–3,2.4,Bayern Munich,50000.0,RheinEnergieSTADION,Bibiana Steinhaus
1704,Regular Season,Sat,2018-05-05,15:30,Eint Frankfurt,1.2,3–0,0.9,Hamburger SV,51500.0,Commerzbank-Arena,Deniz Aytekin
1706,Regular Season,Sat,2018-05-12,15:30,Leverkusen,4.7,3–2,2.1,Hannover 96,30210.0,BayArena,Guido Winkmann
1707,Regular Season,Sat,2018-05-12,15:30,Mainz 05,1.0,1–2,1.0,Werder Bremen,34000.0,Opel Arena,Martin Petersen
1708,Regular Season,Sat,2018-05-12,15:30,Hamburger SV,2.3,2–1,1.1,M'Gladbach,57000.0,Volksparkstadion,Felix Brych
1709,Regular Season,Sat,2018-05-12,15:30,Bayern Munich,2.5,1–4,2.6,Stuttgart,75000.0,Allianz Arena,Sascha Stegemann
1710,Regular Season,Sat,2018-05-12,15:30,Freiburg,0.9,2–0,0.1,Augsburg,24000.0,Schwarzwald-Stadion,Bastian Dankert
1711,Regular Season,Sat,2018-05-12,15:30,Schalke 04,1.1,1–0,0.6,Eint Frankfurt,61585.0,Veltins-Arena,Frank Willenborg
1712,Regular Season,Sat,2018-05-12,15:30,Hertha BSC,1.0,2–6,1.4,RB Leipzig,60502.0,Olympiastadion Berlin,Sven Jablonski
1713,Regular Season,Sat,2018-05-12,15:30,Hoffenheim,1.4,3–1,1.3,Dortmund,30150.0,Dietmar-Hopp-Stadion,Manuel Gräfe
1714,Regular Season,Sat,2018-05-12,15:30,Wolfsburg,3.2,4–1,0.8,Köln,26112.0,Volkswagen Arena,Markus Schmidt
1716,German 1/2 Relegation/Promotion Playoffs,Thu,2018-05-17,20:30,Wolfsburg,,3–1,,Holstein Kiel,28800.0,Volkswagen Arena,
1717,German 1/2 Relegation/Promotion Playoffs,Mon,2018-05-21,20:30,Holstein Kiel,,0–1,,Wolfsburg,12000.0,Holstein-Stadion

